text	Joy	Fear	Anger	Sadness	Surprise
до нас колядники з гітарою не приходили, шкода:(	0	0	0	1	0
Не маю настрою йти фотатись	0	0	0	1	0
мені писали листи, вірші, пісні. . .писали на папері, на будинках, на стінах...мені обіцяли, клялися, божилися. . .але не втримали.	0	0	0	1	0
Отако почне  якийсь сімпотний хлопець на вулиці казати «ви така нарна, у вас такі очі і т.д»,а через 5 хв « я монах-кришнаїт, купіть книжку»	0	0	0	1	1
Я шось сьогодні теж в настрої поплакати	0	0	0	1	0
спати не хочу. хочу умірєть.	0	0	0	1	0
я помру за ці два тижні.	0	0	0	1	0
					
Еееееем, тре шось робити) бо я наче і не нервуюсь, але мабуть організму видніше	0	0	0	1	0
Я скучила за цим місцем.	0	0	0	1	0
я хрумала одну шовковинку, якась не смачна,не солодка	0	0	0	1	0
безчуствінні! я бачила на сумно ком кажись чи деінде. аж просльозилась. сподіваюсь не пообдирають поки я встигну поліцезрєть)	0	0	0	1	0
буде ще гірше, це точно.	0	0	0	1	0
більше не можу спати :с	0	0	0	1	0
бо в мене зарплата в 5разів більша, ніж у них, разом узятих. я б хотіла більше допомогти, але не можу( а втебе жесть(	0	0	0	1	0
Тобі я можу написати, що скучила, а тій людині не можу (	0	0	0	1	0
Здається, вночі я розтягнула зап'ястя ._.	0	0	0	1	0
шкода, якщо то був не ти.	0	0	0	1	0
сьогодні дівчата розказували за кокера, а я за лишегу. і сумно всім.	0	0	0	1	0
Останній день з моїми дітками	0	0	0	1	0
бідний Вова. у мене сьогодні настрій співати фр. пісні.	0	0	0	1	0
Завжди сумно, коли з чогось важливого пережитого лишаються тільки крихти спогадів, розкидані по піснях і містах.	0	0	0	1	0
